transaction_id,account_id,customer_id,timestamp,amount,merchant_category,channel,state,device_id,is_new_device,is_fraud,fraud_type
TXN00004566,ACC0001261,CUST000794,2026-03-05 09:53:51,7.41,entertainment,online,CA,DEV006733,0,0,none
TXN00004567,ACC0003590,CUST000229,2026-05-23 12:01:19,32.69,entertainment,card,VA,DEV000009,0,0,none
TXN00004568,ACC0002854,CUST001145,2026-06-07 08:05:49,18.38,entertainment,card,VA,DEV000951,0,0,none
TXN00004569,ACC0000229,CUST000753,2026-03-04 01:16:40,18.97,electronics,card,TX,DEV004588,0,0,none
TXN00004570,ACC0006352,CUST004627,2026-03-09 13:26:52,8.57,online_retail,ach,FL,DEV000965,0,0,none
TXN00004571,ACC0000127,CUST000770,2026-04-18 01:30:20,40.33,utilities,ach,VA,DEV000580,0,0,none
TXN00004572,ACC0002102,CUST001419,2026-03-23 23:58:09,24.96,online_retail,card,NC,DEV005752,0,0,none
TXN00004573,ACC0002162,CUST000657,2026-03-12 04:52:57,39.99,gas_station,mobile,SC,DEV001717,0,0,none
TXN00004574,ACC0000938,CUST001667,2026-05-15 19:28:29,97.97,entertainment,online,NY,DEV004772,0,0,none
TXN00004575,ACC0003308,CUST000971,2026-04-03 06:22:56,29.17,healthcare,wire,NY,DEV006762,0,0,none
TXN00004576,ACC0003373,CUST002976,2026-01-19 10:14:05,29.72,healthcare,mobile,GA,DEV001123,0,0,none
TXN00004577,ACC0007314,CUST004180,2026-05-18 00:34:34,3872.38,travel,mobile,NY,DEV009268,1,1,account_takeover
TXN00004578,ACC0004064,CUST001505,2026-01-27 21:14:44,9.63,restaurant,card,GA,DEV004117,0,0,none
TXN00004579,ACC0001354,CUST003255,2026-01-21 03:34:08,58.75,online_retail,online,VA,DEV001008,0,0,none
TXN00004580,ACC0006686,CUST004357,2026-02-07 05:37:05,29.55,entertainment,card,IL,DEV000726,0,0,none
TXN00004581,ACC0002688,CUST001344,2026-02-05 17:13:18,28.74,gas_station,mobile,TX,DEV004269,0,0,none
TXN00004582,ACC0005853,CUST002138,2026-01-28 00:51:06,28.25,online_retail,card,SC,DEV004214,0,0,none
TXN00004583,ACC0004457,CUST002159,2026-03-17 14:28:18,45.58,travel,mobile,FL,DEV000597,0,0,none
TXN00004584,ACC0002002,CUST000543,2026-01-27 03:00:23,36.9,gas_station,wire,NY,DEV001173,0,0,none
TXN00004585,ACC0003410,CUST000453,2026-01-07 06:53:26,34.36,restaurant,mobile,SC,DEV001789,0,0,none
TXN00004586,ACC0007059,CUST004180,2026-03-14 18:51:48,59.26,online_retail,mobile,GA,DEV007185,0,0,none
TXN00004587,ACC0007282,CUST001326,2026-04-21 17:45:32,21.25,gas_station,online,VA,DEV005883,0,0,none
TXN00004588,ACC0003392,CUST003131,2026-01-28 18:36:35,56.65,travel,card,NC,DEV001057,0,0,none
TXN00004589,ACC0002019,CUST001731,2026-05-01 20:37:22,34.01,electronics,online,VA,DEV006310,0,0,none
TXN00004590,ACC0005378,CUST001519,2026-06-26 21:51:54,32.8,healthcare,mobile,TX,DEV006245,0,0,none
TXN00004591,ACC0004152,CUST004983,2026-05-10 05:32:16,75.42,travel,wire,GA,DEV001160,0,0,none
TXN00004592,ACC0006343,CUST004210,2026-05-28 15:59:27,94.09,restaurant,card,CA,DEV007003,0,0,none
TXN00004593,ACC0000406,CUST003650,2026-03-18 19:01:46,29.73,gas_station,online,SC,DEV000738,0,0,none
TXN00004594,ACC0003094,CUST001579,2026-06-23 19:03:04,21.47,entertainment,wire,FL,DEV002656,0,0,none
TXN00004595,ACC0001178,CUST002550,2026-03-24 22:00:31,1261.13,travel,online,AZ,DEV009524,1,1,account_takeover
TXN00004596,ACC0005463,CUST001001,2026-02-26 20:53:55,77.49,gas_station,mobile,IL,DEV004399,0,0,none
TXN00004597,ACC0001857,CUST001450,2026-02-27 12:21:17,41.11,utilities,mobile,AZ,DEV001445,0,0,none
TXN00004598,ACC0002660,CUST004922,2026-05-31 01:52:16,43.23,electronics,ach,GA,DEV001636,0,0,none
TXN00004599,ACC0000527,CUST004374,2026-05-25 18:25:36,124.61,healthcare,card,IL,DEV001689,0,0,none
TXN00004600,ACC0006864,CUST003048,2026-04-25 15:42:21,126.08,gas_station,card,FL,DEV001252,0,0,none
TXN00004601,ACC0002358,CUST000843,2026-06-13 19:54:41,59.71,utilities,online,FL,DEV005226,0,0,none
TXN00004602,ACC0002917,CUST003902,2026-03-25 22:43:08,153.84,travel,wire,SC,DEV001181,0,0,none
TXN00004603,ACC0005206,CUST003150,2026-01-01 05:11:40,7.02,healthcare,online,IL,DEV003769,0,0,none
TXN00004604,ACC0005932,CUST002241,2026-03-21 01:40:01,2.2,online_retail,ach,TX,DEV006122,0,0,none
TXN00004605,ACC0006188,CUST001824,2026-04-20 19:35:41,12.32,gas_station,online,GA,DEV006657,0,0,none
TXN00004606,ACC0005498,CUST000247,2026-04-19 23:28:20,22.53,utilities,wire,NY,DEV004915,0,0,none
TXN00004607,ACC0007490,CUST001845,2026-01-04 14:33:55,56.77,grocery,wire,NY,DEV007342,0,0,none
TXN00004608,ACC0003699,CUST001691,2026-03-15 02:48:48,57.11,restaurant,card,NC,DEV005652,0,0,none
TXN00004609,ACC0003325,CUST004964,2026-04-13 20:35:13,74.52,travel,card,FL,DEV000763,0,0,none
TXN00004610,ACC0004370,CUST001432,2026-05-06 16:43:49,29.92,travel,card,NC,DEV000454,0,0,none
TXN00004611,ACC0005066,CUST004437,2026-05-18 09:41:58,35.48,online_retail,card,NC,DEV005689,0,0,none
TXN00004612,ACC0003444,CUST000223,2026-03-28 07:16:31,78.9,restaurant,online,CA,DEV002772,0,0,none
TXN00004613,ACC0006111,CUST001295,2026-03-11 15:39:36,81.77,grocery,card,CA,DEV006606,0,0,none
TXN00004614,ACC0004316,CUST004987,2026-06-17 18:05:42,482.84,utilities,wire,SC,DEV001297,0,0,none
TXN00004615,ACC0004955,CUST003812,2026-02-07 18:02:42,148.35,utilities,ach,IL,DEV001409,0,0,none
TXN00004616,ACC0001068,CUST001402,2026-01-14 23:18:10,80.08,restaurant,ach,IL,DEV005376,0,0,none
TXN00004617,ACC0002318,CUST003662,2026-02-25 10:32:25,15.26,grocery,mobile,IL,DEV005214,0,0,none
TXN00004618,ACC0007213,CUST004614,2026-02-26 09:39:42,42.78,healthcare,ach,IL,DEV006608,0,0,none
TXN00004619,ACC0002203,CUST000594,2026-01-18 11:11:26,167.13,electronics,mobile,IL,DEV006158,0,0,none
TXN00004620,ACC0001513,CUST003890,2026-01-06 05:03:03,1.77,travel,card,SC,DEV006964,0,0,none
TXN00004621,ACC0005964,CUST002931,2026-01-19 07:09:54,24.5,online_retail,mobile,NY,DEV007237,0,0,none
TXN00004622,ACC0004098,CUST004579,2026-06-12 20:07:50,54.19,utilities,ach,VA,DEV002931,0,0,none
TXN00004623,ACC0002285,CUST002806,2026-06-25 08:05:34,13.47,online_retail,mobile,CA,DEV001706,0,0,none
TXN00004624,ACC0001645,CUST001278,2026-04-04 09:21:34,10.35,grocery,mobile,NY,DEV003716,0,0,none
TXN00004625,ACC0006529,CUST002629,2026-03-10 19:26:21,122.22,restaurant,online,SC,DEV003062,0,0,none
TXN00004626,ACC0003798,CUST002691,2026-05-29 23:16:41,152.55,restaurant,ach,SC,DEV002834,0,0,none
TXN00004627,ACC0001927,CUST003147,2026-02-22 23:33:17,41.31,healthcare,mobile,NC,DEV002501,0,0,none
TXN00004628,ACC0003336,CUST003472,2026-04-28 21:50:11,42.35,grocery,wire,NY,DEV000045,0,0,none
TXN00004629,ACC0002260,CUST000940,2026-06-21 05:06:41,25.58,utilities,card,TX,DEV003741,0,0,none
TXN00004630,ACC0004908,CUST002064,2026-06-28 18:24:50,5.37,entertainment,mobile,NY,DEV006548,0,0,none
TXN00004631,ACC0007208,CUST000588,2026-01-20 12:52:13,4.26,utilities,card,AZ,DEV001647,0,0,none
TXN00004632,ACC0007388,CUST003354,2026-05-10 13:01:44,89.18,entertainment,online,GA,DEV001582,0,0,none
TXN00004633,ACC0003059,CUST000721,2026-03-18 16:01:01,152.63,travel,online,VA,DEV003475,0,0,none
TXN00004634,ACC0000942,CUST004405,2026-05-13 00:11:55,186.44,grocery,mobile,SC,DEV003086,0,0,none
TXN00004635,ACC0003295,CUST004567,2026-02-04 05:41:37,125.1,travel,card,VA,DEV003274,0,0,none
TXN00004636,ACC0006943,CUST001074,2026-06-03 14:49:29,47.02,entertainment,mobile,NC,DEV005896,0,0,none
TXN00004637,ACC0000052,CUST000169,2026-01-30 04:32:58,259.45,utilities,online,FL,DEV003877,0,0,none
TXN00004638,ACC0004849,CUST002115,2026-01-13 03:10:39,25.8,healthcare,card,AZ,DEV000918,0,0,none
TXN00004639,ACC0004587,CUST002656,2026-03-17 17:55:49,194.67,electronics,card,IL,DEV007898,0,0,none
TXN00004640,ACC0006804,CUST002389,2026-02-13 01:10:51,27.09,restaurant,card,IL,DEV000513,0,0,none
TXN00004641,ACC0005013,CUST002590,2026-03-06 12:41:18,34.12,grocery,ach,NC,DEV005461,0,0,none
TXN00004642,ACC0002939,CUST003358,2026-02-17 09:38:15,3.31,restaurant,online,FL,DEV002052,0,0,none
TXN00004643,ACC0001792,CUST004560,2026-04-21 20:51:20,10.06,travel,mobile,GA,DEV000084,0,0,none
TXN00004644,ACC0002050,CUST001816,2026-06-10 08:21:04,6.27,entertainment,mobile,SC,DEV004804,0,0,none
TXN00004645,ACC0001119,CUST002722,2026-04-30 01:29:23,77.63,grocery,ach,NY,DEV007637,0,0,none
TXN00004646,ACC0005205,CUST000909,2026-05-08 18:35:55,144.01,gas_station,card,TX,DEV002740,0,0,none
TXN00004647,ACC0002651,CUST004044,2026-01-30 18:33:40,14.91,utilities,card,CA,DEV005176,0,0,none
TXN00004648,ACC0000940,CUST003458,2026-03-09 15:41:07,71.59,grocery,online,SC,DEV001527,0,0,none
TXN00004649,ACC0000688,CUST000012,2026-03-23 12:24:09,114.3,electronics,online,SC,DEV007812,0,0,none
TXN00004650,ACC0005804,CUST001035,2026-05-14 07:12:47,13.6,utilities,card,NY,DEV001421,0,0,none
TXN00004651,ACC0000032,CUST000021,2026-04-02 19:33:12,70.52,entertainment,card,GA,DEV002752,0,0,none
TXN00004652,ACC0001955,CUST003298,2026-01-12 04:37:31,6.22,travel,card,NY,DEV002071,0,0,none
TXN00004653,ACC0000305,CUST000258,2026-02-21 18:31:37,15.91,travel,online,AZ,DEV001952,0,0,none
TXN00004654,ACC0006372,CUST004935,2026-04-11 10:41:10,24.27,travel,card,VA,DEV004583,0,0,none
TXN00004655,ACC0004472,CUST001399,2026-01-17 06:39:34,36.42,gas_station,card,NC,DEV006278,0,0,none
TXN00004656,ACC0003730,CUST000339,2026-03-18 05:15:41,18.98,grocery,wire,TX,DEV000387,0,0,none
TXN00004657,ACC0003958,CUST001139,2026-05-07 11:07:07,25.2,healthcare,card,AZ,DEV003504,0,0,none
TXN00004658,ACC0005399,CUST003533,2026-05-11 02:55:48,3.54,travel,card,AZ,DEV007934,0,0,none
TXN00004659,ACC0000272,CUST001522,2026-05-15 17:43:41,93.02,electronics,card,SC,DEV000750,0,0,none
TXN00004660,ACC0003717,CUST003865,2026-05-02 19:22:00,39.06,healthcare,card,FL,DEV000909,0,0,none
TXN00004661,ACC0007364,CUST001039,2026-05-13 17:29:48,35.99,electronics,ach,CA,DEV001424,0,0,none
TXN00004662,ACC0004255,CUST003643,2026-06-06 01:05:45,27.16,entertainment,online,AZ,DEV000729,0,0,none
TXN00004663,ACC0004859,CUST001224,2026-06-16 00:00:50,134.65,electronics,mobile,TX,DEV004379,0,0,none
TXN00004664,ACC0007188,CUST000404,2026-02-07 05:00:01,9.37,restaurant,card,FL,DEV007063,0,0,none
TXN00004665,ACC0006816,CUST001404,2026-02-16 11:05:25,73.31,restaurant,mobile,CA,DEV007070,0,0,none
TXN00004666,ACC0005926,CUST000645,2026-02-18 22:29:13,92.0,healthcare,online,VA,DEV003022,0,0,none
TXN00004667,ACC0006700,CUST000435,2026-01-21 15:20:53,10.18,gas_station,wire,NC,DEV003862,0,0,none
TXN00004668,ACC0004702,CUST001049,2026-01-09 20:56:23,127.76,electronics,mobile,IL,DEV000427,0,0,none
TXN00004669,ACC0005501,CUST002654,2026-01-13 08:37:04,33.84,utilities,mobile,NC,DEV003740,0,0,none
TXN00004670,ACC0003299,CUST004353,2026-04-08 20:15:53,46.47,travel,ach,TX,DEV004009,0,0,none
TXN00004671,ACC0004887,CUST001228,2026-05-29 10:34:05,54.41,travel,online,NC,DEV003108,0,0,none
TXN00004672,ACC0006615,CUST003533,2026-05-09 05:58:42,4.88,entertainment,card,CA,DEV007217,0,0,none
TXN00004673,ACC0007048,CUST001650,2026-04-25 15:25:15,41.14,healthcare,card,NY,DEV001425,0,0,none
TXN00004674,ACC0005844,CUST004483,2026-01-30 11:29:32,175.1,grocery,online,CA,DEV005931,0,0,none
TXN00004675,ACC0002692,CUST004776,2026-01-02 19:01:18,29.87,utilities,mobile,VA,DEV005927,0,0,none
TXN00004676,ACC0006148,CUST004538,2026-01-22 15:02:33,34.29,healthcare,card,VA,DEV001606,0,0,none
TXN00004677,ACC0006174,CUST002102,2026-02-08 08:03:05,12.65,gas_station,online,NY,DEV001882,0,0,none
TXN00004678,ACC0003592,CUST001655,2026-06-04 04:02:01,35.41,electronics,online,CA,DEV004122,0,0,none
TXN00004679,ACC0000392,CUST004893,2026-04-19 02:07:40,192.36,online_retail,mobile,CA,DEV000775,0,0,none
TXN00004680,ACC0000859,CUST001024,2026-04-26 02:05:21,41.15,travel,wire,TX,DEV007025,0,0,none
TXN00004681,ACC0003140,CUST000875,2026-05-09 05:33:17,18.88,utilities,card,FL,DEV006168,0,0,none
TXN00004682,ACC0001966,CUST002321,2026-03-27 14:39:30,27.54,entertainment,card,TX,DEV002764,0,0,none
TXN00004683,ACC0001979,CUST003415,2026-03-30 19:03:16,35.95,grocery,card,VA,DEV007414,0,0,none
TXN00004684,ACC0001256,CUST004419,2026-02-28 20:00:52,345.04,travel,online,VA,DEV000750,0,0,none
TXN00004685,ACC0001724,CUST000731,2026-02-04 13:01:49,6.97,online_retail,mobile,VA,DEV006721,0,0,none
TXN00004686,ACC0004496,CUST000716,2026-05-07 02:22:43,44.78,travel,card,NC,DEV003259,0,0,none
TXN00004687,ACC0005908,CUST004472,2026-06-19 16:38:04,15.1,healthcare,online,VA,DEV001721,0,0,none
TXN00004688,ACC0001173,CUST003176,2026-06-19 16:56:30,52.12,entertainment,card,TX,DEV003978,0,0,none
TXN00004689,ACC0002911,CUST004826,2026-05-27 12:09:01,2.84,entertainment,online,SC,DEV007234,0,0,none
TXN00004690,ACC0000100,CUST000414,2026-05-30 05:57:00,33.5,travel,online,FL,DEV000003,0,0,none
TXN00004691,ACC0006053,CUST001314,2026-02-01 22:45:59,38.34,gas_station,card,GA,DEV002499,0,0,none
TXN00004692,ACC0004081,CUST000493,2026-06-13 18:48:40,61.02,restaurant,card,CA,DEV007367,0,0,none
TXN00004693,ACC0001805,CUST001178,2026-03-03 11:06:29,349.75,healthcare,card,SC,DEV003552,0,0,none
TXN00004694,ACC0004989,CUST004139,2026-03-05 14:22:06,223.95,healthcare,mobile,FL,DEV006157,0,0,none
TXN00004695,ACC0005115,CUST001606,2026-03-20 04:21:10,21.58,gas_station,card,TX,DEV004080,0,0,none
TXN00004696,ACC0000005,CUST002886,2026-04-13 15:57:28,14.87,online_retail,card,SC,DEV004155,0,0,none
TXN00004697,ACC0001040,CUST002122,2026-03-11 03:42:22,25.82,utilities,card,GA,DEV003947,0,0,none
TXN00004698,ACC0003793,CUST002458,2026-03-05 17:46:28,49.48,travel,wire,NC,DEV002838,0,0,none
TXN00004699,ACC0000039,CUST001999,2026-05-29 07:21:47,15.16,restaurant,card,AZ,DEV002673,0,0,none
TXN00004700,ACC0006683,CUST002392,2026-05-27 21:12:45,25.03,entertainment,card,GA,DEV000489,0,0,none
TXN00004701,ACC0002326,CUST000393,2026-06-26 18:41:16,20.17,healthcare,card,TX,DEV001994,0,0,none
TXN00004702,ACC0007097,CUST000497,2026-01-26 19:10:55,29.82,entertainment,online,GA,DEV006631,0,0,none
TXN00004703,ACC0007270,CUST002136,2026-04-04 09:20:36,355.78,electronics,online,NC,DEV000845,0,1,velocity_fraud
TXN00004704,ACC0006572,CUST002419,2026-01-02 03:35:23,17.14,gas_station,card,CA,DEV007055,0,0,none
TXN00004705,ACC0004092,CUST003830,2026-01-14 22:37:45,73.36,restaurant,mobile,SC,DEV006630,0,0,none
TXN00004706,ACC0007126,CUST004975,2026-04-01 14:29:30,82.48,online_retail,card,NY,DEV007973,0,0,none
TXN00004707,ACC0002401,CUST001532,2026-01-16 03:21:03,70.97,online_retail,ach,FL,DEV006842,0,0,none
TXN00004708,ACC0001857,CUST001450,2026-03-10 20:50:08,17.57,electronics,card,TX,DEV006730,0,0,none
TXN00004709,ACC0007221,CUST001796,2026-01-10 20:21:45,73.05,entertainment,ach,TX,DEV003618,0,0,none
TXN00004710,ACC0002002,CUST000543,2026-01-14 00:43:32,76.67,entertainment,mobile,IL,DEV007476,0,0,none
TXN00004711,ACC0000362,CUST003351,2026-04-09 00:13:28,4.81,travel,online,AZ,DEV003060,0,0,none
TXN00004712,ACC0004679,CUST003572,2026-04-08 10:36:37,15.35,entertainment,mobile,SC,DEV002385,0,0,none
TXN00004713,ACC0006834,CUST003285,2026-02-28 20:08:09,36.51,online_retail,card,CA,DEV001186,0,0,none
TXN00004714,ACC0000694,CUST002160,2026-04-11 22:52:59,69.24,electronics,wire,FL,DEV004375,0,0,none
TXN00004715,ACC0004550,CUST000407,2026-01-14 04:33:38,21.35,utilities,card,NC,DEV004141,0,0,none
TXN00004716,ACC0001548,CUST003472,2026-04-12 16:53:43,13.02,online_retail,card,TX,DEV007869,0,0,none
TXN00004717,ACC0000603,CUST004866,2026-04-21 13:34:32,53.46,online_retail,card,SC,DEV007068,0,0,none
TXN00004718,ACC0004896,CUST000167,2026-06-20 02:47:08,14.72,healthcare,card,NY,DEV005115,0,0,none
TXN00004719,ACC0001798,CUST004528,2026-04-04 09:33:36,103.61,grocery,online,NY,DEV005489,0,0,none
TXN00004720,ACC0002443,CUST002743,2026-02-08 20:27:03,75.05,healthcare,card,TX,DEV006584,0,0,none
TXN00004721,ACC0002704,CUST000790,2026-05-18 18:43:36,161.83,electronics,mobile,CA,DEV007951,0,0,none
TXN00004722,ACC0006946,CUST001495,2026-03-09 07:29:55,37.15,entertainment,online,IL,DEV004643,0,0,none
TXN00004723,ACC0005704,CUST003392,2026-04-23 08:13:55,35.65,gas_station,card,NC,DEV002889,0,0,none
TXN00004724,ACC0005237,CUST001929,2026-04-26 03:01:23,45.31,entertainment,online,NY,DEV004050,0,0,none
TXN00004725,ACC0005363,CUST001182,2026-05-26 10:12:57,84.95,utilities,card,FL,DEV007806,0,0,none
TXN00004726,ACC0001706,CUST002356,2026-05-30 22:36:41,15.43,healthcare,card,SC,DEV002235,0,0,none
TXN00004727,ACC0007385,CUST003629,2026-04-17 11:36:53,91.98,online_retail,mobile,IL,DEV004182,0,0,none
TXN00004728,ACC0002525,CUST002905,2026-01-13 11:30:56,35.97,grocery,online,IL,DEV001093,0,0,none
TXN00004729,ACC0002758,CUST000718,2026-05-02 21:37:52,36.68,gas_station,online,NC,DEV000014,0,0,none
TXN00004730,ACC0004176,CUST000569,2026-04-29 22:29:37,3.89,online_retail,card,AZ,DEV006781,0,0,none
TXN00004731,ACC0005276,CUST000535,2026-02-26 16:05:12,112.39,online_retail,card,FL,DEV003593,0,0,none
TXN00004732,ACC0006472,CUST001162,2026-01-10 11:07:05,12.85,electronics,ach,TX,DEV006303,0,0,none
TXN00004733,ACC0000554,CUST000794,2026-03-06 03:23:41,93.45,entertainment,card,SC,DEV005166,0,0,none
TXN00004734,ACC0004132,CUST002918,2026-04-06 14:24:17,10.6,online_retail,card,TX,DEV001865,0,0,none
TXN00004735,ACC0006064,CUST001652,2026-04-20 18:45:05,14.74,restaurant,mobile,FL,DEV003235,0,0,none
TXN00004736,ACC0007210,CUST004799,2026-05-27 08:18:07,64.93,online_retail,mobile,AZ,DEV005787,0,0,none
TXN00004737,ACC0002677,CUST001949,2026-05-02 18:59:26,15.18,gas_station,card,FL,DEV006684,0,0,none
TXN00004738,ACC0006111,CUST001295,2026-04-29 23:39:08,6.66,healthcare,wire,IL,DEV005723,0,0,none
TXN00004739,ACC0003139,CUST003923,2026-05-17 05:03:06,12.52,utilities,wire,TX,DEV000854,0,0,none
TXN00004740,ACC0000558,CUST001478,2026-04-20 23:24:35,123.27,online_retail,mobile,SC,DEV000029,0,0,none
TXN00004741,ACC0002924,CUST003151,2026-04-14 02:19:24,39.33,entertainment,card,CA,DEV005725,0,0,none
TXN00004742,ACC0007258,CUST004042,2026-02-21 15:28:12,31.53,online_retail,card,FL,DEV006115,0,0,none
TXN00004743,ACC0001254,CUST004990,2026-02-19 19:48:54,72.03,entertainment,online,CA,DEV006371,0,0,none
TXN00004744,ACC0006411,CUST001362,2026-04-05 19:36:56,24.32,electronics,wire,IL,DEV000206,0,0,none
TXN00004745,ACC0002210,CUST001650,2026-06-09 19:48:15,274.59,utilities,online,NC,DEV001044,0,0,none
TXN00004746,ACC0002157,CUST001201,2026-02-06 18:48:13,32.47,electronics,card,NY,DEV004562,0,0,none
TXN00004747,ACC0002255,CUST002711,2026-06-22 21:15:10,22.65,gas_station,card,FL,DEV006626,0,0,none
TXN00004748,ACC0000578,CUST003528,2026-04-13 17:01:40,229.18,healthcare,card,GA,DEV007863,0,0,none
TXN00004749,ACC0003300,CUST003101,2026-03-01 14:26:59,65.19,entertainment,card,GA,DEV000448,0,0,none
TXN00004750,ACC0004368,CUST000072,2026-01-04 15:51:50,103.28,gas_station,mobile,TX,DEV001956,0,0,none
TXN00004751,ACC0002231,CUST003019,2026-02-23 11:24:25,93.51,travel,card,SC,DEV001030,0,0,none
TXN00004752,ACC0001615,CUST000559,2026-01-03 18:13:54,28.96,travel,mobile,TX,DEV001781,0,0,none
TXN00004753,ACC0006848,CUST003841,2026-04-13 18:44:11,16.79,gas_station,online,CA,DEV002776,0,0,none
TXN00004754,ACC0000351,CUST001575,2026-02-18 04:39:20,24.32,utilities,online,FL,DEV005554,0,0,none
TXN00004755,ACC0000295,CUST003336,2026-05-01 00:37:09,37.08,healthcare,card,GA,DEV006947,0,0,none
TXN00004756,ACC0003475,CUST001749,2026-01-19 15:05:16,35.06,electronics,mobile,GA,DEV007059,0,0,none
TXN00004757,ACC0001450,CUST001776,2026-01-10 06:07:11,18.46,travel,ach,IL,DEV001464,0,0,none
TXN00004758,ACC0005327,CUST004914,2026-06-26 06:00:43,11.3,utilities,wire,AZ,DEV004379,0,0,none
TXN00004759,ACC0005304,CUST003437,2026-05-11 13:08:18,44.86,travel,card,NC,DEV006092,0,0,none
TXN00004760,ACC0000337,CUST003540,2026-04-28 05:26:16,25.18,travel,card,AZ,DEV004101,0,0,none
TXN00004761,ACC0004347,CUST003985,2026-02-26 18:34:15,25.83,entertainment,mobile,VA,DEV006079,0,0,none
TXN00004762,ACC0001481,CUST004255,2026-03-13 03:02:11,8.96,gas_station,card,FL,DEV004691,0,0,none
TXN00004763,ACC0001862,CUST004284,2026-02-07 11:50:43,11.91,utilities,card,IL,DEV002779,0,0,none
TXN00004764,ACC0006691,CUST002996,2026-03-01 02:40:43,13.2,online_retail,online,CA,DEV005861,0,0,none
TXN00004765,ACC0002161,CUST000160,2026-03-15 14:33:21,42.49,restaurant,card,AZ,DEV000377,0,0,none
TXN00004766,ACC0007301,CUST003124,2026-04-22 01:14:30,41.14,travel,online,TX,DEV006402,0,0,none
TXN00004767,ACC0002660,CUST004922,2026-01-03 05:31:57,53.12,entertainment,online,VA,DEV006716,0,0,none
TXN00004768,ACC0001237,CUST001695,2026-04-05 17:45:08,67.6,restaurant,online,AZ,DEV005618,0,0,none
TXN00004769,ACC0004677,CUST003455,2026-05-25 23:29:06,45.41,online_retail,ach,VA,DEV002669,0,0,none
TXN00004770,ACC0001882,CUST001730,2026-06-17 06:48:33,187.52,entertainment,card,AZ,DEV000221,0,0,none
TXN00004771,ACC0001199,CUST001108,2026-06-14 17:25:56,39.65,utilities,online,NY,DEV006213,0,0,none
TXN00004772,ACC0001038,CUST003862,2026-04-26 12:47:56,24.06,grocery,card,NY,DEV007594,0,0,none
TXN00004773,ACC0003731,CUST004742,2026-04-02 04:14:46,7.04,grocery,card,GA,DEV001525,0,0,none
TXN00004774,ACC0002153,CUST000383,2026-06-07 17:09:02,26.04,gas_station,online,NC,DEV000930,0,0,none
TXN00004775,ACC0007089,CUST003397,2026-04-01 19:15:49,110.85,entertainment,online,VA,DEV005541,0,0,none
TXN00004776,ACC0002694,CUST001876,2026-02-14 17:52:52,38.32,gas_station,ach,TX,DEV006259,0,0,none
TXN00004777,ACC0002710,CUST003850,2026-05-22 12:12:53,14.46,utilities,online,FL,DEV007750,0,0,none
TXN00004778,ACC0005917,CUST003213,2026-02-06 10:52:31,72.83,electronics,card,GA,DEV006682,0,0,none
TXN00004779,ACC0000704,CUST003473,2026-05-26 08:13:28,29.16,gas_station,online,CA,DEV003762,0,0,none
TXN00004780,ACC0004100,CUST001219,2026-04-12 16:58:30,55.93,utilities,card,SC,DEV002121,0,0,none
TXN00004781,ACC0005531,CUST000573,2026-01-24 15:53:06,78.4,entertainment,mobile,IL,DEV000072,0,0,none
TXN00004782,ACC0005862,CUST000336,2026-05-31 09:57:04,18.31,gas_station,mobile,IL,DEV004096,0,0,none
TXN00004783,ACC0002040,CUST002145,2026-04-01 10:01:23,28.58,restaurant,card,NY,DEV003544,0,0,none
TXN00004784,ACC0001370,CUST001992,2026-06-12 11:23:13,15.48,gas_station,card,CA,DEV007710,0,0,none
TXN00004785,ACC0005230,CUST001873,2026-04-13 01:28:30,17.21,travel,online,VA,DEV002454,0,0,none
TXN00004786,ACC0007300,CUST000630,2026-02-25 17:47:27,16.84,utilities,online,TX,DEV005402,0,0,none
TXN00004787,ACC0005425,CUST003870,2026-01-27 00:18:47,26.24,travel,card,FL,DEV002637,0,0,none
TXN00004788,ACC0004280,CUST002322,2026-04-14 15:05:13,64.39,entertainment,card,AZ,DEV005078,0,0,none
TXN00004789,ACC0000670,CUST002204,2026-05-31 05:59:44,19.71,electronics,online,AZ,DEV003874,0,0,none
TXN00004790,ACC0000291,CUST004853,2026-06-01 17:52:56,23.79,grocery,online,VA,DEV003712,0,0,none
TXN00004791,ACC0001325,CUST003836,2026-05-04 14:31:31,57.54,travel,mobile,NC,DEV004242,0,0,none
TXN00004792,ACC0001371,CUST003824,2026-04-04 08:36:55,32.67,electronics,online,VA,DEV003416,0,0,none
TXN00004793,ACC0005547,CUST000132,2026-02-02 15:46:16,24.34,restaurant,card,IL,DEV001844,0,0,none
TXN00004794,ACC0001065,CUST004582,2026-02-24 08:51:06,17.25,online_retail,wire,IL,DEV006384,0,0,none
TXN00004795,ACC0004113,CUST000332,2026-05-08 07:43:58,17.21,electronics,online,CA,DEV007142,0,0,none
TXN00004796,ACC0002648,CUST000531,2026-03-16 11:38:37,60.13,entertainment,card,IL,DEV004228,0,0,none
TXN00004797,ACC0000620,CUST003510,2026-02-09 16:17:07,41.29,entertainment,online,TX,DEV003447,0,0,none
TXN00004798,ACC0001933,CUST002345,2026-02-10 08:39:03,57.16,travel,card,VA,DEV004759,0,0,none
TXN00004799,ACC0002438,CUST004078,2026-01-31 06:16:29,58.25,electronics,ach,FL,DEV002687,0,0,none
TXN00004800,ACC0000204,CUST004666,2026-02-28 04:18:43,8.15,travel,mobile,CA,DEV006805,0,0,none
