customer_id,age,state,customer_tenure_months
CUST001067,75,GA,151
CUST001068,57,VA,63
CUST001069,38,SC,75
CUST001070,18,AZ,152
CUST001071,59,SC,68
CUST001072,30,CA,136
CUST001073,64,CA,82
CUST001074,50,NY,54
CUST001075,46,AZ,40
CUST001076,28,NC,110
CUST001077,62,GA,87
CUST001078,28,SC,67
CUST001079,43,TX,134
CUST001080,69,NY,1
CUST001081,75,IL,17
CUST001082,79,GA,174
CUST001083,77,VA,120
CUST001084,52,AZ,99
CUST001085,30,NY,3
CUST001086,70,CA,108
CUST001087,67,FL,79
CUST001088,79,FL,108
CUST001089,58,GA,8
CUST001090,26,CA,100
CUST001091,49,VA,105
CUST001092,45,AZ,53
CUST001093,70,SC,10
CUST001094,42,FL,175
CUST001095,38,GA,128
CUST001096,22,NY,112
CUST001097,69,NY,139
CUST001098,64,AZ,121
CUST001099,20,CA,25
CUST001100,44,VA,82
CUST001101,47,VA,160
CUST001102,47,IL,52
CUST001103,74,FL,175
CUST001104,27,NC,12
CUST001105,36,IL,60
CUST001106,29,NY,64
CUST001107,33,NC,112
CUST001108,74,CA,32
CUST001109,76,NY,42
CUST001110,20,NY,120
CUST001111,57,IL,52
CUST001112,32,FL,159
CUST001113,29,FL,157
CUST001114,36,NY,55
CUST001115,30,SC,101
CUST001116,48,SC,60
CUST001117,79,IL,63
CUST001118,54,VA,121
CUST001119,62,TX,53
CUST001120,48,VA,27
CUST001121,18,VA,47
CUST001122,23,TX,168
CUST001123,34,IL,47
CUST001124,33,FL,66
CUST001125,70,SC,114
CUST001126,70,VA,19
CUST001127,70,SC,49
CUST001128,57,IL,32
CUST001129,52,GA,167
CUST001130,58,GA,168
CUST001131,43,NC,137
CUST001132,59,FL,45
CUST001133,67,AZ,111
CUST001134,65,FL,120
CUST001135,56,NY,157
CUST001136,21,SC,29
CUST001137,62,SC,133
CUST001138,40,CA,35
CUST001139,64,NC,103
CUST001140,51,FL,159
CUST001141,72,GA,12
CUST001142,38,NC,27
CUST001143,75,TX,147
CUST001144,70,AZ,4
CUST001145,38,NC,124
CUST001146,47,IL,91
CUST001147,50,TX,63
CUST001148,65,CA,156
CUST001149,60,NC,153
CUST001150,70,IL,59
CUST001151,40,NC,1
CUST001152,49,AZ,24
CUST001153,44,NY,20
CUST001154,74,GA,177
CUST001155,36,NC,108
CUST001156,54,NY,122
CUST001157,25,NC,42
CUST001158,70,NY,154
CUST001159,41,CA,131
CUST001160,39,VA,136
CUST001161,54,VA,85
CUST001162,48,VA,126
CUST001163,70,VA,98
CUST001164,50,SC,70
CUST001165,50,VA,108
CUST001166,24,NY,59
CUST001167,19,GA,172
CUST001168,42,CA,130
CUST001169,79,IL,134
CUST001170,74,CA,130
CUST001171,56,TX,81
CUST001172,57,GA,172
CUST001173,42,AZ,38
CUST001174,29,VA,103
CUST001175,18,FL,13
CUST001176,39,FL,54
CUST001177,37,CA,104
CUST001178,29,TX,89
CUST001179,34,CA,170
CUST001180,19,AZ,111
CUST001181,55,GA,75
CUST001182,75,IL,77
CUST001183,60,SC,111
CUST001184,45,AZ,143
CUST001185,44,SC,50
CUST001186,37,IL,106
CUST001187,26,GA,104
CUST001188,55,AZ,2
CUST001189,53,SC,165
CUST001190,18,FL,103
CUST001191,43,AZ,44
CUST001192,35,NC,115
CUST001193,28,VA,123
CUST001194,61,NC,165
CUST001195,50,GA,7
CUST001196,57,GA,75
CUST001197,62,NY,33
CUST001198,78,VA,104
CUST001199,67,SC,91
CUST001200,56,SC,86
CUST001201,72,AZ,177
CUST001202,47,AZ,96
CUST001203,79,VA,74
CUST001204,65,SC,13
CUST001205,58,NC,53
CUST001206,74,AZ,162
CUST001207,49,CA,82
CUST001208,62,CA,164
CUST001209,35,VA,96
CUST001210,77,NY,99
CUST001211,56,NC,78
CUST001212,66,NY,101
CUST001213,46,TX,13
CUST001214,71,GA,11
CUST001215,22,CA,86
CUST001216,25,NY,108
CUST001217,49,FL,100
CUST001218,63,SC,78
CUST001219,68,NC,53
CUST001220,45,AZ,128
CUST001221,58,VA,109
CUST001222,52,GA,9
CUST001223,77,NY,82
CUST001224,58,VA,128
CUST001225,43,GA,142
CUST001226,78,CA,52
CUST001227,24,TX,167
CUST001228,79,NY,118
CUST001229,27,NC,79
CUST001230,35,FL,113
CUST001231,68,FL,157
CUST001232,63,NY,41
CUST001233,78,SC,28
CUST001234,64,SC,80
CUST001235,57,CA,16
CUST001236,39,NY,151
CUST001237,18,IL,175
CUST001238,25,VA,110
CUST001239,36,AZ,177
CUST001240,20,VA,13
CUST001241,49,NY,114
CUST001242,66,SC,80
CUST001243,77,AZ,50
CUST001244,48,GA,57
CUST001245,72,IL,99
CUST001246,79,GA,116
CUST001247,71,CA,30
CUST001248,46,FL,111
CUST001249,38,NC,167
CUST001250,78,SC,2
CUST001251,32,NY,159
CUST001252,43,SC,110
CUST001253,22,VA,62
CUST001254,67,TX,133
CUST001255,58,VA,112
CUST001256,23,SC,139
CUST001257,31,NY,15
CUST001258,52,NY,11
CUST001259,51,CA,116
CUST001260,67,AZ,55
CUST001261,34,SC,43
CUST001262,75,FL,76
CUST001263,45,VA,131
CUST001264,69,AZ,33
CUST001265,32,TX,176
CUST001266,20,NC,76
CUST001267,21,NY,28
CUST001268,41,NC,13
CUST001269,77,VA,155
CUST001270,21,CA,21
CUST001271,40,TX,76
CUST001272,24,CA,121
CUST001273,75,TX,93
CUST001274,59,IL,48
CUST001275,65,TX,20
CUST001276,62,NC,129
CUST001277,58,NC,89
CUST001278,65,CA,9
CUST001279,18,NC,33
CUST001280,71,GA,102
CUST001281,63,NC,31
CUST001282,63,GA,71
CUST001283,42,TX,23
CUST001284,67,SC,144
CUST001285,41,FL,114
CUST001286,21,AZ,142
CUST001287,74,NC,10
CUST001288,32,NC,68
CUST001289,24,VA,49
CUST001290,56,IL,113
CUST001291,32,FL,148
CUST001292,71,NY,41
CUST001293,45,NC,139
CUST001294,18,CA,105
CUST001295,77,NC,149
CUST001296,49,CA,15
CUST001297,34,SC,179
CUST001298,59,IL,79
CUST001299,50,VA,51
CUST001300,19,SC,33
CUST001301,65,GA,178
CUST001302,42,NC,160
CUST001303,61,SC,24
CUST001304,73,TX,81
CUST001305,55,GA,133
CUST001306,59,GA,107
CUST001307,33,IL,35
CUST001308,32,SC,65
CUST001309,43,GA,67
CUST001310,70,SC,52
CUST001311,50,FL,173
CUST001312,39,GA,37
CUST001313,66,NC,128
CUST001314,70,NC,165
CUST001315,73,IL,144
CUST001316,36,NC,144
CUST001317,61,CA,29
CUST001318,54,AZ,24
CUST001319,45,FL,141
CUST001320,42,GA,135
CUST001321,25,CA,134
CUST001322,35,AZ,76
CUST001323,52,SC,95
CUST001324,72,AZ,3
CUST001325,71,AZ,53
CUST001326,29,SC,96
CUST001327,60,NC,23
CUST001328,23,CA,24
CUST001329,59,NC,9
CUST001330,39,NY,38
CUST001331,45,NC,179
CUST001332,62,NY,126
CUST001333,44,VA,171
CUST001334,68,NC,47
CUST001335,51,NC,108
CUST001336,79,SC,161
CUST001337,57,TX,64
CUST001338,36,NC,119
CUST001339,66,IL,125
CUST001340,43,NY,150
CUST001341,51,VA,175
CUST001342,26,AZ,111
CUST001343,25,NY,105
CUST001344,53,NY,157
CUST001345,29,SC,124
CUST001346,79,CA,66
CUST001347,71,TX,114
CUST001348,61,AZ,99
CUST001349,63,FL,42
CUST001350,54,NY,93
CUST001351,21,GA,113
CUST001352,42,NC,163
CUST001353,48,SC,105
CUST001354,74,IL,30
CUST001355,31,CA,178
CUST001356,48,GA,105
CUST001357,39,NY,52
CUST001358,26,NC,136
CUST001359,24,NC,70
CUST001360,40,TX,67
CUST001361,23,NY,152
CUST001362,22,AZ,157
CUST001363,39,CA,95
CUST001364,30,VA,68
CUST001365,52,IL,156
CUST001366,19,FL,32
CUST001367,36,IL,135
CUST001368,46,SC,106
CUST001369,77,NC,154
CUST001370,57,NC,76
CUST001371,72,AZ,150
CUST001372,39,NC,3
CUST001373,45,AZ,137
CUST001374,44,CA,13
CUST001375,73,SC,116
CUST001376,77,IL,36
CUST001377,77,SC,174
CUST001378,64,SC,139
CUST001379,49,TX,19
CUST001380,51,VA,161
CUST001381,78,VA,46
CUST001382,35,SC,99
CUST001383,39,NY,16
CUST001384,73,NC,20
CUST001385,41,VA,44
CUST001386,32,TX,97
CUST001387,52,FL,98
CUST001388,38,NY,155
CUST001389,73,VA,30
CUST001390,74,NY,135
CUST001391,36,CA,2
CUST001392,50,GA,53
CUST001393,79,VA,32
CUST001394,64,TX,23
CUST001395,31,TX,106
CUST001396,54,NC,163
CUST001397,56,TX,121
CUST001398,58,SC,154
CUST001399,19,TX,107
CUST001400,36,AZ,10
CUST001401,70,TX,63
CUST001402,32,CA,149
CUST001403,36,GA,8
CUST001404,37,AZ,18
CUST001405,28,IL,151
CUST001406,27,AZ,12
CUST001407,39,CA,173
CUST001408,72,NY,137
CUST001409,18,TX,120
CUST001410,35,AZ,97
CUST001411,21,IL,17
CUST001412,52,FL,75
CUST001413,33,NC,146
CUST001414,67,NC,163
CUST001415,54,VA,81
CUST001416,66,NC,152
CUST001417,57,VA,140
CUST001418,45,SC,11
CUST001419,71,AZ,112
CUST001420,47,NC,111
CUST001421,76,NY,98
CUST001422,79,GA,140
CUST001423,54,SC,161
CUST001424,59,CA,100
CUST001425,33,AZ,58
CUST001426,68,CA,177
CUST001427,59,AZ,174
CUST001428,73,TX,124
CUST001429,34,NY,116
CUST001430,66,SC,19
CUST001431,47,IL,73
CUST001432,29,CA,36
CUST001433,28,VA,93
CUST001434,52,GA,149
CUST001435,37,NY,41
CUST001436,24,NC,180
CUST001437,44,IL,24
CUST001438,58,VA,18
CUST001439,37,NC,176
CUST001440,77,GA,19
CUST001441,66,IL,133
CUST001442,49,VA,138
CUST001443,75,TX,60
CUST001444,44,IL,12
CUST001445,26,NC,56
CUST001446,20,CA,13
CUST001447,76,VA,122
CUST001448,77,NY,160
CUST001449,63,SC,180
CUST001450,24,SC,145
CUST001451,36,CA,140
CUST001452,20,IL,159
CUST001453,21,AZ,139
CUST001454,33,NY,118
CUST001455,53,FL,180
CUST001456,22,SC,59
CUST001457,79,VA,75
CUST001458,46,NY,164
CUST001459,34,GA,56
CUST001460,49,FL,54
CUST001461,66,SC,28
CUST001462,37,FL,50
CUST001463,20,VA,107
CUST001464,21,SC,160
CUST001465,70,SC,25
CUST001466,24,TX,123
CUST001467,57,GA,138
CUST001468,41,NC,162
CUST001469,66,TX,136
CUST001470,21,SC,29
CUST001471,73,NC,89
CUST001472,61,SC,172
CUST001473,45,FL,164
CUST001474,30,AZ,111
CUST001475,78,VA,174
CUST001476,36,VA,121
CUST001477,48,VA,12
CUST001478,42,GA,165
CUST001479,32,CA,31
CUST001480,43,GA,69
CUST001481,27,NY,43
CUST001482,18,IL,130
CUST001483,35,AZ,6
CUST001484,24,TX,116
CUST001485,43,CA,156
CUST001486,71,AZ,142
CUST001487,28,CA,56
CUST001488,18,VA,162
CUST001489,24,SC,66
CUST001490,49,SC,123
CUST001491,35,IL,92
CUST001492,48,TX,13
CUST001493,19,VA,1
CUST001494,38,GA,33
CUST001495,43,VA,169
CUST001496,44,IL,172
CUST001497,52,NY,74
CUST001498,66,IL,175
CUST001499,46,GA,9
CUST001500,70,FL,175
CUST001501,50,SC,42
CUST001502,34,AZ,7
CUST001503,32,TX,137
CUST001504,37,TX,69
CUST001505,55,FL,53
CUST001506,33,VA,137
CUST001507,74,AZ,60
CUST001508,47,FL,136
CUST001509,71,NY,36
CUST001510,60,NC,16
CUST001511,38,VA,59
CUST001512,32,IL,110
CUST001513,64,NC,41
CUST001514,38,SC,26
CUST001515,33,IL,135
CUST001516,75,GA,89
CUST001517,47,VA,78
CUST001518,21,TX,44
CUST001519,48,SC,4
CUST001520,46,NC,10
CUST001521,71,NC,123
CUST001522,62,NC,15
CUST001523,29,SC,45
CUST001524,27,NY,164
CUST001525,55,VA,62
CUST001526,20,NC,135
CUST001527,37,NC,62
CUST001528,26,FL,168
CUST001529,19,IL,148
CUST001530,74,GA,85
CUST001531,23,NC,124
CUST001532,18,VA,75
CUST001533,75,FL,170
CUST001534,29,SC,65
CUST001535,68,AZ,151
CUST001536,19,CA,111
CUST001537,27,GA,116
CUST001538,24,AZ,64
CUST001539,61,GA,150
CUST001540,56,SC,135
CUST001541,47,AZ,147
CUST001542,32,AZ,145
CUST001543,23,GA,29
CUST001544,53,TX,158
CUST001545,32,SC,152
CUST001546,54,NY,44
CUST001547,60,NY,177
CUST001548,70,CA,95
CUST001549,48,TX,58
CUST001550,18,CA,41
CUST001551,35,TX,66
CUST001552,70,IL,7
CUST001553,51,SC,125
CUST001554,56,FL,128
CUST001555,46,FL,121
CUST001556,28,TX,99
CUST001557,73,SC,66
CUST001558,65,GA,131
CUST001559,79,AZ,157
CUST001560,71,SC,16
CUST001561,36,NY,69
CUST001562,33,NY,180
CUST001563,33,FL,156
CUST001564,74,NC,179
CUST001565,52,NC,33
CUST001566,46,VA,84
CUST001567,78,SC,24
CUST001568,55,NC,156
CUST001569,74,SC,94
CUST001570,79,SC,44
CUST001571,22,IL,17
CUST001572,40,NY,133
CUST001573,63,NC,147
CUST001574,68,NY,159
CUST001575,27,SC,175
CUST001576,37,FL,147
CUST001577,51,NC,142
CUST001578,67,NC,147
CUST001579,25,SC,180
CUST001580,55,FL,84
CUST001581,36,FL,137
CUST001582,31,GA,148
CUST001583,49,NY,21
CUST001584,43,CA,125
CUST001585,57,CA,61
CUST001586,37,TX,24
CUST001587,69,TX,31
CUST001588,22,FL,21
CUST001589,71,VA,162
CUST001590,19,FL,139
CUST001591,63,NC,19
CUST001592,39,AZ,113
CUST001593,41,GA,119
CUST001594,19,CA,94
CUST001595,61,AZ,110
CUST001596,28,FL,164
CUST001597,58,IL,94
CUST001598,62,FL,119
CUST001599,70,SC,103
CUST001600,61,NC,72
CUST001601,36,SC,161
CUST001602,63,AZ,75
CUST001603,69,FL,144
CUST001604,37,GA,109
CUST001605,25,FL,124
CUST001606,73,VA,137
CUST001607,27,IL,133
CUST001608,54,AZ,102
CUST001609,32,NC,111
CUST001610,25,CA,92
CUST001611,66,GA,62
CUST001612,26,NC,131
CUST001613,59,AZ,159
CUST001614,60,NC,127
CUST001615,21,VA,139
CUST001616,28,NC,150
CUST001617,67,FL,67
CUST001618,49,TX,12
CUST001619,25,GA,61
CUST001620,79,NC,136
CUST001621,34,SC,147
CUST001622,18,AZ,93
CUST001623,75,IL,141
CUST001624,19,AZ,14
CUST001625,52,TX,116
CUST001626,79,TX,123
CUST001627,53,CA,92
CUST001628,54,NY,129
CUST001629,42,FL,89
CUST001630,25,VA,95
CUST001631,53,FL,109
CUST001632,73,NC,143
CUST001633,23,SC,45
CUST001634,72,CA,55
CUST001635,43,IL,76
CUST001636,51,SC,37
CUST001637,28,NC,61
CUST001638,56,NC,64
CUST001639,29,CA,57
CUST001640,34,GA,74
CUST001641,62,GA,91
CUST001642,21,NC,126
CUST001643,45,AZ,55
CUST001644,54,FL,153
CUST001645,26,CA,87
CUST001646,36,CA,130
CUST001647,39,SC,21
CUST001648,59,IL,32
CUST001649,78,TX,82
CUST001650,69,NY,66
CUST001651,29,VA,90
CUST001652,19,IL,29
CUST001653,21,AZ,86
CUST001654,54,FL,124
CUST001655,27,NC,132
CUST001656,32,IL,45
CUST001657,70,IL,62
CUST001658,72,TX,95
CUST001659,70,TX,94
CUST001660,33,VA,143
CUST001661,56,NC,71
CUST001662,55,AZ,121
CUST001663,29,FL,160
CUST001664,52,VA,54
CUST001665,50,NY,149
CUST001666,42,NC,60
CUST001667,64,NC,61
CUST001668,60,VA,118
CUST001669,51,FL,112
CUST001670,62,GA,99
CUST001671,65,SC,42
CUST001672,53,GA,18
CUST001673,34,GA,164
CUST001674,65,TX,158
CUST001675,62,TX,160
CUST001676,78,IL,93
CUST001677,27,IL,160
CUST001678,43,VA,86
CUST001679,75,AZ,14
CUST001680,49,TX,36
CUST001681,76,SC,50
CUST001682,18,GA,68
CUST001683,20,CA,170
CUST001684,67,IL,60
CUST001685,40,GA,111
CUST001686,50,SC,49
CUST001687,44,SC,116
CUST001688,43,SC,103
CUST001689,76,NY,28
CUST001690,23,TX,84
CUST001691,65,FL,19
CUST001692,73,NY,161
CUST001693,58,IL,127
CUST001694,42,CA,170
CUST001695,27,SC,158
CUST001696,60,TX,40
CUST001697,47,IL,128
CUST001698,27,CA,19
CUST001699,40,GA,173
CUST001700,77,GA,142
CUST001701,34,IL,123
CUST001702,29,NC,180
CUST001703,60,TX,153
CUST001704,30,SC,156
CUST001705,75,IL,19
CUST001706,71,NC,5
CUST001707,78,NC,173
CUST001708,74,GA,46
CUST001709,33,VA,77
CUST001710,31,FL,8
CUST001711,39,VA,113
CUST001712,47,GA,148
CUST001713,72,TX,152
CUST001714,63,TX,105
CUST001715,57,AZ,120
CUST001716,72,FL,93
CUST001717,58,TX,81
CUST001718,41,NY,100
CUST001719,43,SC,169
CUST001720,50,NY,46
CUST001721,23,IL,85
CUST001722,63,GA,109
CUST001723,58,SC,103
CUST001724,63,GA,6
CUST001725,51,VA,52
CUST001726,66,TX,117
CUST001727,76,IL,125
CUST001728,53,TX,133
CUST001729,45,SC,179
CUST001730,24,GA,122
CUST001731,66,NY,105
CUST001732,74,GA,60
CUST001733,61,TX,67
CUST001734,71,NY,149
CUST001735,71,GA,85
CUST001736,67,NY,129
CUST001737,49,GA,23
CUST001738,24,SC,24
CUST001739,18,GA,39
CUST001740,30,FL,36
CUST001741,44,NC,110
CUST001742,64,IL,115
CUST001743,46,TX,101
CUST001744,19,NC,53
CUST001745,31,IL,104
CUST001746,78,IL,22
CUST001747,79,NC,86
CUST001748,41,SC,28
CUST001749,67,GA,14
CUST001750,62,TX,30
CUST001751,75,CA,21
CUST001752,73,FL,87
CUST001753,56,NY,99
CUST001754,42,NC,110
CUST001755,56,NY,80
CUST001756,37,AZ,32
CUST001757,39,TX,4
CUST001758,55,FL,129
CUST001759,53,VA,177
CUST001760,54,AZ,51
CUST001761,41,NC,37
CUST001762,43,VA,57
CUST001763,18,SC,39
CUST001764,55,IL,41
CUST001765,53,FL,90
CUST001766,75,AZ,142
CUST001767,49,NY,129
CUST001768,46,TX,173
CUST001769,22,TX,65
CUST001770,30,VA,89
CUST001771,38,TX,69
CUST001772,41,NY,8
CUST001773,40,AZ,70
CUST001774,42,TX,47
CUST001775,65,AZ,87
CUST001776,26,AZ,29
CUST001777,38,TX,134
CUST001778,28,FL,152
CUST001779,37,SC,173
CUST001780,60,VA,16
CUST001781,20,IL,22
CUST001782,39,SC,174
CUST001783,19,GA,153
CUST001784,77,NY,106
CUST001785,63,VA,58
CUST001786,33,AZ,94
CUST001787,30,NY,97
CUST001788,24,NC,153
CUST001789,47,VA,96
CUST001790,64,CA,5
CUST001791,54,IL,126
CUST001792,72,AZ,140
CUST001793,39,IL,54
CUST001794,35,NC,21
CUST001795,47,CA,26
CUST001796,30,SC,152
CUST001797,78,NC,81
CUST001798,29,NY,96
CUST001799,47,FL,173
CUST001800,50,NY,12
CUST001801,21,IL,38
CUST001802,47,NC,150
CUST001803,46,TX,98
CUST001804,34,IL,5
CUST001805,25,FL,127
CUST001806,20,TX,25
CUST001807,18,FL,141
CUST001808,47,AZ,144
CUST001809,23,NC,149
CUST001810,77,IL,84
CUST001811,33,IL,49
CUST001812,58,IL,159
CUST001813,59,FL,101
CUST001814,48,TX,115
CUST001815,72,GA,25
CUST001816,24,VA,113
CUST001817,32,IL,105
CUST001818,33,TX,53
CUST001819,26,CA,139
CUST001820,36,SC,25
CUST001821,37,CA,130
CUST001822,65,NY,174
CUST001823,36,AZ,103
CUST001824,72,SC,19
CUST001825,65,TX,100
CUST001826,73,TX,96
CUST001827,24,TX,100
CUST001828,79,NC,50
CUST001829,56,FL,113
CUST001830,78,VA,48
CUST001831,40,NY,101
CUST001832,77,VA,108
CUST001833,54,FL,117
CUST001834,22,NY,144
CUST001835,43,NC,159
CUST001836,26,CA,140
CUST001837,76,CA,144
CUST001838,36,NC,157
CUST001839,31,NC,44
CUST001840,52,IL,53
CUST001841,44,VA,96
CUST001842,24,IL,84
CUST001843,68,FL,127
CUST001844,70,GA,2
CUST001845,64,VA,26
CUST001846,56,NY,135
CUST001847,42,SC,148
CUST001848,51,FL,55
CUST001849,50,GA,56
CUST001850,28,SC,102
CUST001851,23,GA,86
CUST001852,33,TX,31
CUST001853,46,NY,91
CUST001854,27,NC,148
CUST001855,24,IL,132
CUST001856,70,IL,148
CUST001857,41,NY,116
CUST001858,54,AZ,158
CUST001859,50,FL,45
CUST001860,63,IL,9
CUST001861,63,CA,21
CUST001862,36,TX,179
CUST001863,70,SC,116
CUST001864,41,TX,45
CUST001865,69,AZ,154
CUST001866,43,AZ,56
CUST001867,24,FL,108
CUST001868,65,VA,45
CUST001869,19,CA,18
CUST001870,65,NC,49
CUST001871,20,SC,42
CUST001872,30,TX,100
CUST001873,55,AZ,4
CUST001874,76,GA,44
CUST001875,43,FL,103
CUST001876,25,GA,71
CUST001877,32,FL,115
CUST001878,73,NC,119
CUST001879,63,TX,174
CUST001880,24,TX,151
CUST001881,41,GA,42
CUST001882,34,VA,125
CUST001883,29,CA,113
CUST001884,70,SC,107
CUST001885,56,NC,144
CUST001886,29,NC,27
CUST001887,58,IL,68
CUST001888,43,GA,147
CUST001889,21,SC,161
CUST001890,45,IL,7
CUST001891,29,SC,85
CUST001892,33,GA,48
CUST001893,72,NC,31
CUST001894,62,NY,11
CUST001895,26,NY,97
CUST001896,70,CA,121
CUST001897,53,VA,96
CUST001898,72,GA,67
CUST001899,64,AZ,139
CUST001900,39,IL,118
CUST001901,51,NC,164
CUST001902,50,NY,63
CUST001903,62,IL,44
CUST001904,33,TX,83
CUST001905,38,NY,92
CUST001906,33,NC,83
CUST001907,36,NC,150
CUST001908,27,NC,9
CUST001909,20,SC,95
CUST001910,76,AZ,78
CUST001911,22,NY,38
CUST001912,73,CA,116
CUST001913,18,VA,145
CUST001914,66,AZ,99
CUST001915,38,SC,16
CUST001916,50,AZ,14
CUST001917,35,NC,76
CUST001918,48,NC,121
CUST001919,45,NC,57
CUST001920,50,CA,56
CUST001921,42,VA,155
CUST001922,51,FL,3
CUST001923,69,FL,15
CUST001924,44,CA,29
CUST001925,40,GA,178
CUST001926,26,NC,90
CUST001927,40,GA,29
CUST001928,25,VA,56
CUST001929,29,CA,175
CUST001930,77,CA,125
CUST001931,23,NC,41
CUST001932,47,CA,44
CUST001933,69,NC,14
CUST001934,77,NY,140
CUST001935,27,GA,25
CUST001936,28,GA,52
CUST001937,41,FL,63
CUST001938,52,GA,112
CUST001939,77,CA,110
CUST001940,30,AZ,144
CUST001941,28,IL,54
CUST001942,33,FL,70
CUST001943,72,TX,70
CUST001944,19,FL,9
CUST001945,41,CA,133
CUST001946,25,TX,97
CUST001947,27,FL,86
CUST001948,74,FL,180
CUST001949,18,GA,33
CUST001950,37,TX,175
CUST001951,74,NY,123
CUST001952,55,FL,40
CUST001953,22,IL,123
CUST001954,46,IL,137
CUST001955,78,FL,66
CUST001956,42,AZ,63
CUST001957,50,SC,151
CUST001958,50,AZ,29
CUST001959,58,VA,3
CUST001960,29,TX,120
CUST001961,70,VA,164
CUST001962,79,FL,91
CUST001963,26,GA,25
CUST001964,68,CA,98
CUST001965,68,NC,46
CUST001966,63,IL,149
CUST001967,40,AZ,111
CUST001968,47,TX,61
CUST001969,70,TX,113
CUST001970,27,NY,121
CUST001971,69,SC,123
CUST001972,75,CA,66
CUST001973,60,VA,103
CUST001974,39,NY,8
CUST001975,52,GA,73
CUST001976,21,CA,69
CUST001977,75,CA,97
CUST001978,39,VA,172
CUST001979,21,NY,172
CUST001980,67,FL,87
CUST001981,58,VA,117
CUST001982,56,TX,20
CUST001983,21,AZ,87
CUST001984,64,NC,124
CUST001985,57,AZ,123
CUST001986,67,IL,174
CUST001987,69,TX,84
CUST001988,31,NY,164
CUST001989,31,GA,177
CUST001990,75,SC,103
CUST001991,50,TX,17
CUST001992,45,IL,68
CUST001993,35,VA,138
CUST001994,57,CA,105
CUST001995,64,CA,169
CUST001996,18,CA,147
CUST001997,52,GA,12
CUST001998,79,GA,156
CUST001999,35,FL,65
CUST002000,35,IL,148
CUST002001,72,AZ,92
CUST002002,21,FL,82
CUST002003,42,AZ,14
CUST002004,46,TX,22
CUST002005,67,GA,108
CUST002006,25,NC,103
CUST002007,44,NY,100
CUST002008,27,NY,29
CUST002009,66,AZ,92
CUST002010,57,CA,11
CUST002011,48,NC,26
CUST002012,42,TX,90
CUST002013,27,CA,112
CUST002014,75,FL,118
CUST002015,58,FL,177
CUST002016,37,IL,154
CUST002017,43,NY,69
CUST002018,63,NY,141
CUST002019,62,FL,18
CUST002020,46,VA,155
CUST002021,36,TX,70
CUST002022,58,AZ,137
CUST002023,58,NY,175
CUST002024,55,CA,127
CUST002025,22,SC,166
CUST002026,47,AZ,2
CUST002027,56,VA,31
CUST002028,76,AZ,113
CUST002029,50,FL,98
CUST002030,39,AZ,22
CUST002031,52,IL,130
CUST002032,28,CA,11
CUST002033,23,AZ,179
CUST002034,60,NY,29
CUST002035,79,IL,81
CUST002036,70,SC,149
CUST002037,54,NC,93
CUST002038,20,TX,134
CUST002039,79,IL,127
CUST002040,45,CA,171
CUST002041,35,TX,84
CUST002042,73,TX,177
CUST002043,64,NY,94
CUST002044,64,IL,161
CUST002045,35,IL,132
CUST002046,79,SC,24
CUST002047,46,TX,116
CUST002048,50,GA,159
CUST002049,64,CA,24
CUST002050,58,TX,151
CUST002051,28,AZ,19
CUST002052,36,FL,157
CUST002053,40,NY,143
CUST002054,76,SC,28
CUST002055,62,AZ,131
CUST002056,40,SC,22
CUST002057,63,GA,103
CUST002058,63,IL,167
CUST002059,42,AZ,38
CUST002060,42,FL,32
CUST002061,73,FL,77
CUST002062,52,NC,67
CUST002063,27,AZ,9
CUST002064,62,NC,83
CUST002065,54,NC,47
CUST002066,49,FL,23
CUST002067,62,NC,50
CUST002068,74,SC,4
CUST002069,38,NY,165
CUST002070,43,CA,179
CUST002071,29,VA,67
CUST002072,58,CA,158
CUST002073,42,NY,84
CUST002074,39,VA,165
CUST002075,61,CA,32
CUST002076,43,TX,52
CUST002077,46,IL,134
CUST002078,45,SC,40
CUST002079,34,VA,149
CUST002080,25,GA,77
CUST002081,69,GA,73
CUST002082,23,IL,82
CUST002083,38,CA,144
CUST002084,59,TX,2
CUST002085,26,TX,136
CUST002086,58,IL,141
CUST002087,63,FL,148
CUST002088,59,VA,180
CUST002089,36,SC,141
CUST002090,19,GA,96
CUST002091,73,NY,84
CUST002092,38,FL,70
CUST002093,67,FL,149
CUST002094,30,FL,71
CUST002095,28,AZ,104
CUST002096,66,AZ,18
CUST002097,76,SC,58
CUST002098,71,SC,48
CUST002099,64,VA,79
CUST002100,33,IL,91
CUST002101,74,FL,129
CUST002102,59,IL,78
CUST002103,28,NY,28
CUST002104,26,TX,99
CUST002105,72,VA,10
CUST002106,35,GA,153
CUST002107,65,SC,139
CUST002108,26,TX,41
CUST002109,35,VA,48
CUST002110,35,VA,5
CUST002111,35,NC,66
CUST002112,59,CA,7
CUST002113,74,AZ,169
CUST002114,74,FL,25
CUST002115,63,TX,119
CUST002116,30,AZ,103
CUST002117,77,TX,43
CUST002118,51,NY,146
CUST002119,51,FL,20
CUST002120,61,TX,160
CUST002121,65,TX,134
CUST002122,77,CA,115
CUST002123,54,NY,159
CUST002124,55,TX,73
CUST002125,64,NC,51
CUST002126,33,AZ,28
CUST002127,37,IL,167
CUST002128,56,SC,73
CUST002129,21,VA,150
CUST002130,37,AZ,60
CUST002131,62,GA,172
CUST002132,78,IL,157
CUST002133,50,CA,56
