account_id,customer_id,account_type,balance
ACC0001689,CUST004494,checking,2253.72
ACC0001690,CUST002015,checking,809.25
ACC0001691,CUST001781,checking,1412.66
ACC0001692,CUST003784,checking,1118.84
ACC0001693,CUST000759,checking,418.11
ACC0001694,CUST004423,checking,5103.36
ACC0001695,CUST003816,checking,278.06
ACC0001696,CUST003135,checking,1350.73
ACC0001697,CUST000658,checking,1391.84
ACC0001698,CUST003368,savings,4554.99
ACC0001699,CUST002482,checking,5270.11
ACC0001700,CUST000703,checking,6700.52
ACC0001701,CUST001265,checking,1321.98
ACC0001702,CUST002622,checking,1080.85
ACC0001703,CUST000497,checking,723.47
ACC0001704,CUST001730,credit_card,2002.3
ACC0001705,CUST000962,savings,1964.6
ACC0001706,CUST002356,savings,481.91
ACC0001707,CUST001615,checking,1520.49
ACC0001708,CUST001179,savings,2044.34
ACC0001709,CUST002000,checking,4743.93
ACC0001710,CUST002362,checking,1412.53
ACC0001711,CUST000048,checking,1517.44
ACC0001712,CUST001149,savings,13510.77
ACC0001713,CUST000829,credit_card,268.93
ACC0001714,CUST001317,savings,5789.51
ACC0001715,CUST004189,checking,3998.09
ACC0001716,CUST003535,savings,2052.99
ACC0001717,CUST003936,checking,1584.86
ACC0001718,CUST000528,checking,10872.06
ACC0001719,CUST002802,savings,473.98
ACC0001720,CUST001500,savings,2611.69
ACC0001721,CUST003363,credit_card,14716.97
ACC0001722,CUST001756,checking,365.08
ACC0001723,CUST002120,checking,10231.39
ACC0001724,CUST000731,checking,2414.96
ACC0001725,CUST002505,checking,4095.68
ACC0001726,CUST000844,savings,1354.15
ACC0001727,CUST001134,savings,10943.65
ACC0001728,CUST002425,credit_card,2512.73
ACC0001729,CUST002078,checking,398.44
ACC0001730,CUST002403,checking,630.47
ACC0001731,CUST004792,savings,10994.89
ACC0001732,CUST000117,checking,2150.8
ACC0001733,CUST001576,checking,5991.51
ACC0001734,CUST001503,checking,9283.33
ACC0001735,CUST000963,checking,5035.58
ACC0001736,CUST002920,checking,12260.99
ACC0001737,CUST004723,checking,11156.42
ACC0001738,CUST004358,checking,3253.94
ACC0001739,CUST003682,checking,4300.32
ACC0001740,CUST002771,checking,2049.13
ACC0001741,CUST003488,checking,6575.73
ACC0001742,CUST004794,checking,5419.29
ACC0001743,CUST000789,credit_card,9952.13
ACC0001744,CUST000125,checking,13096.49
ACC0001745,CUST000968,savings,5535.92
ACC0001746,CUST002384,checking,1378.35
ACC0001747,CUST001812,checking,2114.94
ACC0001748,CUST001922,checking,1180.64
ACC0001749,CUST004477,checking,422.06
ACC0001750,CUST004248,credit_card,1301.28
ACC0001751,CUST001625,checking,397.35
ACC0001752,CUST004501,checking,3292.31
ACC0001753,CUST004293,checking,13814.06
ACC0001754,CUST002345,checking,6085.06
ACC0001755,CUST001131,savings,9722.03
ACC0001756,CUST001997,checking,1748.93
ACC0001757,CUST004504,checking,3946.88
ACC0001758,CUST003127,savings,4211.49
ACC0001759,CUST001278,savings,1092.3
ACC0001760,CUST000487,savings,1087.88
ACC0001761,CUST003098,credit_card,17338.46
ACC0001762,CUST000241,checking,3079.37
ACC0001763,CUST002826,savings,5396.19
ACC0001764,CUST004435,checking,4278.23
ACC0001765,CUST004401,checking,1518.02
ACC0001766,CUST003578,checking,9731.25
ACC0001767,CUST000122,credit_card,14513.21
ACC0001768,CUST001238,savings,2167.62
ACC0001769,CUST003880,checking,1412.69
ACC0001770,CUST002970,savings,2389.54
ACC0001771,CUST004110,credit_card,2580.51
ACC0001772,CUST000243,credit_card,1730.06
ACC0001773,CUST004985,savings,2014.02
ACC0001774,CUST001974,checking,5509.15
ACC0001775,CUST003828,savings,8422.17
ACC0001776,CUST003017,checking,1041.22
ACC0001777,CUST003686,savings,2151.22
ACC0001778,CUST003476,savings,201.18
ACC0001779,CUST004443,checking,2480.62
ACC0001780,CUST002955,checking,6712.57
ACC0001781,CUST000065,credit_card,2996.25
ACC0001782,CUST000734,checking,14615.74
ACC0001783,CUST004727,savings,1637.21
ACC0001784,CUST004651,checking,863.38
ACC0001785,CUST001745,savings,16770.79
ACC0001786,CUST004006,checking,12351.39
ACC0001787,CUST000148,checking,2446.52
ACC0001788,CUST000866,checking,1343.58
ACC0001789,CUST000214,checking,1270.03
ACC0001790,CUST001195,savings,1593.55
ACC0001791,CUST004224,savings,7966.92
ACC0001792,CUST004560,checking,638.8
ACC0001793,CUST001428,savings,3623.44
ACC0001794,CUST000656,checking,4478.26
ACC0001795,CUST004274,savings,1211.8
ACC0001796,CUST004014,checking,14487.55
ACC0001797,CUST004785,checking,16553.9
ACC0001798,CUST004528,savings,25067.05
ACC0001799,CUST001278,savings,1617.63
ACC0001800,CUST002906,checking,3603.51
ACC0001801,CUST001619,checking,34729.09
ACC0001802,CUST004807,checking,1588.28
ACC0001803,CUST004608,savings,4381.52
ACC0001804,CUST000678,checking,2000.72
ACC0001805,CUST001178,checking,1961.14
ACC0001806,CUST003036,credit_card,3818.2
ACC0001807,CUST003693,credit_card,3629.07
ACC0001808,CUST001010,checking,2612.62
ACC0001809,CUST002987,savings,3949.16
ACC0001810,CUST003010,savings,1669.67
ACC0001811,CUST004697,checking,2278.68
ACC0001812,CUST004235,savings,2053.01
ACC0001813,CUST004633,checking,4214.15
ACC0001814,CUST000119,savings,2137.98
ACC0001815,CUST004337,checking,1022.24
ACC0001816,CUST004081,savings,1561.45
ACC0001817,CUST003433,savings,897.58
ACC0001818,CUST002707,checking,31863.54
ACC0001819,CUST000451,checking,3693.22
ACC0001820,CUST002337,checking,4102.8
ACC0001821,CUST003756,checking,3129.07
ACC0001822,CUST000237,credit_card,2839.12
ACC0001823,CUST002574,checking,4332.37
ACC0001824,CUST001640,checking,1103.46
ACC0001825,CUST002753,checking,6175.79
ACC0001826,CUST003879,credit_card,741.62
ACC0001827,CUST000100,checking,1859.8
ACC0001828,CUST000567,savings,1212.62
ACC0001829,CUST000025,checking,1989.59
ACC0001830,CUST000189,savings,1697.09
ACC0001831,CUST003126,credit_card,3751.88
ACC0001832,CUST000436,checking,3056.27
ACC0001833,CUST001218,checking,3562.53
ACC0001834,CUST002383,checking,1459.33
ACC0001835,CUST003124,savings,1285.23
ACC0001836,CUST003109,checking,3077.71
ACC0001837,CUST004213,checking,1683.28
ACC0001838,CUST000310,credit_card,2850.59
ACC0001839,CUST002592,checking,3618.46
ACC0001840,CUST003775,credit_card,3771.93
ACC0001841,CUST000517,savings,9236.74
ACC0001842,CUST003804,credit_card,3879.8
ACC0001843,CUST002564,checking,3013.24
ACC0001844,CUST000650,savings,2147.27
ACC0001845,CUST000751,checking,3089.85
ACC0001846,CUST004357,checking,2815.81
ACC0001847,CUST003348,checking,3592.61
ACC0001848,CUST002581,savings,4601.59
ACC0001849,CUST002072,savings,3037.93
ACC0001850,CUST000096,savings,9543.13
ACC0001851,CUST001759,savings,11268.76
ACC0001852,CUST002021,savings,11216.88
ACC0001853,CUST002197,checking,6461.71
ACC0001854,CUST003306,checking,2215.26
ACC0001855,CUST000966,checking,1312.29
ACC0001856,CUST002616,checking,1025.43
ACC0001857,CUST001450,checking,5215.04
ACC0001858,CUST003304,checking,3465.98
ACC0001859,CUST002781,checking,4242.67
ACC0001860,CUST000253,savings,5151.06
ACC0001861,CUST000486,checking,5331.73
ACC0001862,CUST004284,checking,1567.47
ACC0001863,CUST000546,checking,30524.38
ACC0001864,CUST003663,checking,5721.51
ACC0001865,CUST001584,savings,1665.06
ACC0001866,CUST003774,credit_card,7568.89
ACC0001867,CUST002776,credit_card,7886.31
ACC0001868,CUST004267,savings,2181.97
ACC0001869,CUST002877,checking,926.57
ACC0001870,CUST001914,checking,9415.81
ACC0001871,CUST002625,credit_card,805.9
ACC0001872,CUST002401,savings,5531.33
ACC0001873,CUST002248,checking,1249.79
ACC0001874,CUST000034,checking,14776.99
ACC0001875,CUST001498,checking,625.62
ACC0001876,CUST000873,checking,16775.29
ACC0001877,CUST004793,checking,1381.3
ACC0001878,CUST003192,checking,2608.82
ACC0001879,CUST002197,savings,11009.73
ACC0001880,CUST002868,checking,273.26
ACC0001881,CUST003012,checking,3238.14
ACC0001882,CUST001730,checking,1873.32
ACC0001883,CUST000569,savings,13462.85
ACC0001884,CUST002149,checking,4619.53
ACC0001885,CUST004135,savings,3879.87
ACC0001886,CUST003845,checking,3768.58
ACC0001887,CUST003409,checking,7227.25
ACC0001888,CUST003707,credit_card,5979.72
ACC0001889,CUST001779,savings,936.25
ACC0001890,CUST002646,checking,566.73
ACC0001891,CUST002460,credit_card,2076.07
ACC0001892,CUST003015,savings,179.04
ACC0001893,CUST004184,checking,6590.61
ACC0001894,CUST004505,credit_card,5373.52
ACC0001895,CUST003513,checking,1878.96
ACC0001896,CUST000126,checking,1817.74
ACC0001897,CUST001364,savings,2845.52
ACC0001898,CUST003679,checking,4231.3
ACC0001899,CUST000046,savings,14902.18
ACC0001900,CUST004120,credit_card,1264.18
ACC0001901,CUST003723,credit_card,2519.91
ACC0001902,CUST004636,checking,13235.51
ACC0001903,CUST003607,credit_card,2033.24
ACC0001904,CUST001798,checking,4298.99
ACC0001905,CUST001961,checking,3562.63
ACC0001906,CUST002134,checking,761.36
ACC0001907,CUST003747,savings,1912.52
ACC0001908,CUST003106,checking,2703.39
ACC0001909,CUST003777,savings,1973.71
ACC0001910,CUST002314,savings,2159.71
ACC0001911,CUST000557,checking,3834.13
ACC0001912,CUST004749,credit_card,5512.67
ACC0001913,CUST004948,credit_card,1484.24
ACC0001914,CUST001302,checking,867.84
ACC0001915,CUST003303,checking,1767.17
ACC0001916,CUST000095,savings,4794.82
ACC0001917,CUST003474,checking,3781.62
ACC0001918,CUST003319,checking,1482.19
ACC0001919,CUST000058,credit_card,5363.84
ACC0001920,CUST004686,checking,2450.94
ACC0001921,CUST003133,checking,3406.92
ACC0001922,CUST004938,checking,1063.58
ACC0001923,CUST000286,checking,1426.87
ACC0001924,CUST000171,savings,6173.55
ACC0001925,CUST001982,checking,1971.28
ACC0001926,CUST000054,savings,4631.5
ACC0001927,CUST003147,savings,1522.8
ACC0001928,CUST001884,savings,1442.62
ACC0001929,CUST000154,checking,2275.55
ACC0001930,CUST002691,checking,1583.92
ACC0001931,CUST004832,checking,2788.08
ACC0001932,CUST001863,checking,2748.97
ACC0001933,CUST002345,savings,1658.22
ACC0001934,CUST000172,checking,2569.22
ACC0001935,CUST002589,checking,1103.17
ACC0001936,CUST003364,checking,5299.83
ACC0001937,CUST001212,checking,361.43
ACC0001938,CUST002069,checking,14184.05
ACC0001939,CUST001581,checking,9965.7
ACC0001940,CUST003345,savings,11882.04
ACC0001941,CUST000577,credit_card,3259.75
ACC0001942,CUST000228,checking,3456.37
ACC0001943,CUST004167,checking,2454.27
ACC0001944,CUST003255,savings,537.19
ACC0001945,CUST003253,checking,6259.34
ACC0001946,CUST003466,checking,578.72
ACC0001947,CUST000681,checking,416.8
ACC0001948,CUST004349,checking,5237.85
ACC0001949,CUST000533,savings,2647.48
ACC0001950,CUST004407,savings,1751.09
ACC0001951,CUST004945,checking,13245.41
ACC0001952,CUST000870,checking,812.71
ACC0001953,CUST004912,savings,6084.43
ACC0001954,CUST001650,credit_card,3933.1
ACC0001955,CUST003298,credit_card,2374.72
ACC0001956,CUST004435,savings,3816.94
ACC0001957,CUST004594,checking,1821.41
ACC0001958,CUST003081,savings,12025.86
ACC0001959,CUST004688,checking,461.31
ACC0001960,CUST000536,checking,2747.4
ACC0001961,CUST004094,credit_card,6331.67
ACC0001962,CUST002166,savings,5002.33
ACC0001963,CUST003095,checking,10603.48
ACC0001964,CUST003485,checking,3485.6
ACC0001965,CUST001702,savings,5091.23
ACC0001966,CUST002321,checking,2454.05
ACC0001967,CUST001340,checking,1534.35
ACC0001968,CUST004064,savings,6275.88
ACC0001969,CUST003646,checking,690.64
ACC0001970,CUST002324,checking,7759.83
ACC0001971,CUST000839,savings,675.69
ACC0001972,CUST003520,checking,2260.74
ACC0001973,CUST002632,checking,2787.57
ACC0001974,CUST003807,checking,1773.53
ACC0001975,CUST002668,savings,2172.59
ACC0001976,CUST001954,savings,2974.99
ACC0001977,CUST001119,savings,14010.46
ACC0001978,CUST001282,checking,9950.16
ACC0001979,CUST003415,savings,7139.65
ACC0001980,CUST001707,savings,2675.87
ACC0001981,CUST000863,checking,7485.06
ACC0001982,CUST002188,savings,23143.95
ACC0001983,CUST000298,checking,4691.83
ACC0001984,CUST004990,checking,2371.37
ACC0001985,CUST002666,checking,8102.53
ACC0001986,CUST003615,checking,1266.51
ACC0001987,CUST004664,checking,6874.89
ACC0001988,CUST004212,checking,15574.82
ACC0001989,CUST001139,checking,5979.3
ACC0001990,CUST000521,savings,1434.38
ACC0001991,CUST000828,savings,639.44
ACC0001992,CUST004861,savings,2142.98
ACC0001993,CUST000321,savings,8047.42
ACC0001994,CUST000694,credit_card,6422.53
ACC0001995,CUST002468,checking,2029.06
ACC0001996,CUST000672,checking,2427.86
ACC0001997,CUST002062,savings,2514.27
ACC0001998,CUST002559,credit_card,2756.35
ACC0001999,CUST001107,checking,307.05
ACC0002000,CUST002615,checking,12581.74
ACC0002001,CUST000847,checking,1429.71
ACC0002002,CUST000543,credit_card,2966.65
ACC0002003,CUST002096,credit_card,3214.95
ACC0002004,CUST003656,credit_card,3285.87
ACC0002005,CUST004095,credit_card,1786.45
ACC0002006,CUST002749,checking,877.99
ACC0002007,CUST004609,checking,3350.74
ACC0002008,CUST001692,checking,5972.23
ACC0002009,CUST001614,savings,3519.28
ACC0002010,CUST004340,checking,2594.85
ACC0002011,CUST000187,checking,9049.64
ACC0002012,CUST003868,savings,1385.72
ACC0002013,CUST002122,checking,4683.25
ACC0002014,CUST004629,savings,4893.33
ACC0002015,CUST002587,credit_card,2816.44
ACC0002016,CUST000950,checking,8676.37
ACC0002017,CUST003826,checking,2494.14
ACC0002018,CUST004564,savings,3342.25
ACC0002019,CUST001731,checking,378.85
ACC0002020,CUST002148,checking,3575.9
ACC0002021,CUST000854,checking,5832.75
ACC0002022,CUST001313,checking,5384.1
ACC0002023,CUST004967,savings,5708.84
ACC0002024,CUST000744,credit_card,957.48
ACC0002025,CUST002678,savings,5020.47
ACC0002026,CUST000241,checking,595.59
ACC0002027,CUST002110,checking,3521.74
ACC0002028,CUST004032,checking,7302.07
ACC0002029,CUST000300,checking,2401.41
ACC0002030,CUST004455,savings,5754.72
ACC0002031,CUST004721,checking,5035.06
ACC0002032,CUST002042,checking,7890.49
ACC0002033,CUST004591,checking,1809.41
ACC0002034,CUST004439,credit_card,16241.82
ACC0002035,CUST004308,checking,994.06
ACC0002036,CUST003180,credit_card,5392.25
ACC0002037,CUST002802,credit_card,1472.23
ACC0002038,CUST003346,credit_card,479.96
ACC0002039,CUST001045,checking,8933.16
ACC0002040,CUST002145,savings,1594.45
ACC0002041,CUST000244,checking,2075.08
ACC0002042,CUST003847,checking,1277.92
ACC0002043,CUST004357,checking,3450.42
ACC0002044,CUST001137,savings,768.14
ACC0002045,CUST000478,checking,1105.88
ACC0002046,CUST003127,savings,1213.05
ACC0002047,CUST002612,credit_card,2332.54
ACC0002048,CUST000031,checking,615.61
ACC0002049,CUST004347,checking,5209.02
ACC0002050,CUST001816,savings,2249.05
ACC0002051,CUST001730,checking,2587.75
ACC0002052,CUST000852,savings,2289.2
ACC0002053,CUST001926,checking,1382.01
ACC0002054,CUST004550,checking,1859.71
ACC0002055,CUST001235,savings,3235.36
ACC0002056,CUST004309,checking,3378.63
ACC0002057,CUST004458,checking,7661.95
ACC0002058,CUST002601,checking,4033.77
ACC0002059,CUST003001,credit_card,3779.66
ACC0002060,CUST002706,savings,5331.97
ACC0002061,CUST001451,checking,1190.34
ACC0002062,CUST004988,credit_card,9456.87
ACC0002063,CUST000162,checking,1216.73
ACC0002064,CUST000029,savings,5812.66
ACC0002065,CUST002251,savings,4015.65
ACC0002066,CUST002180,savings,5438.65
ACC0002067,CUST000152,credit_card,3357.76
ACC0002068,CUST004468,savings,2699.39
ACC0002069,CUST004326,checking,2549.4
ACC0002070,CUST004497,savings,15566.56
ACC0002071,CUST004659,checking,5151.38
ACC0002072,CUST001355,checking,2074.51
ACC0002073,CUST004926,checking,6032.69
ACC0002074,CUST003576,savings,3322.65
ACC0002075,CUST002666,savings,1330.75
ACC0002076,CUST003211,checking,6604.01
ACC0002077,CUST002811,checking,11163.86
ACC0002078,CUST002980,savings,4416.75
ACC0002079,CUST003773,checking,18326.74
ACC0002080,CUST002217,checking,390.57
ACC0002081,CUST004409,credit_card,4156.85
ACC0002082,CUST001129,savings,3786.15
ACC0002083,CUST000442,checking,279.56
ACC0002084,CUST003583,savings,1081.13
ACC0002085,CUST004864,savings,1972.98
ACC0002086,CUST002682,checking,1157.82
ACC0002087,CUST003333,credit_card,3586.32
ACC0002088,CUST000094,checking,1208.53
ACC0002089,CUST003502,checking,1930.99
ACC0002090,CUST003342,savings,18529.17
ACC0002091,CUST002671,checking,873.11
ACC0002092,CUST000891,savings,2633.11
ACC0002093,CUST004296,savings,3287.36
ACC0002094,CUST001918,savings,2805.32
ACC0002095,CUST001979,checking,10097.77
ACC0002096,CUST000811,savings,8457.89
ACC0002097,CUST001684,checking,1832.52
ACC0002098,CUST004008,savings,8577.17
ACC0002099,CUST000160,checking,1100.12
ACC0002100,CUST001355,checking,3775.78
ACC0002101,CUST004734,savings,1579.1
ACC0002102,CUST001419,checking,16289.41
ACC0002103,CUST000561,credit_card,7409.08
ACC0002104,CUST000778,checking,2571.58
ACC0002105,CUST004794,checking,1072.72
ACC0002106,CUST002399,checking,1110.45
ACC0002107,CUST002925,checking,408.94
ACC0002108,CUST001002,savings,867.5
ACC0002109,CUST000180,savings,1974.3
ACC0002110,CUST003227,checking,2701.45
ACC0002111,CUST004681,credit_card,5184.75
ACC0002112,CUST002315,savings,2550.37
ACC0002113,CUST003358,checking,922.55
ACC0002114,CUST002884,checking,2735.09
ACC0002115,CUST000205,credit_card,9944.25
ACC0002116,CUST004831,credit_card,2510.43
ACC0002117,CUST003031,credit_card,9326.26
ACC0002118,CUST003477,savings,1340.63
ACC0002119,CUST002824,savings,7597.69
ACC0002120,CUST002776,savings,2767.14
ACC0002121,CUST001603,checking,7828.63
ACC0002122,CUST004141,checking,3312.52
ACC0002123,CUST003510,credit_card,20069.17
ACC0002124,CUST000404,checking,3088.22
ACC0002125,CUST002314,checking,1503.71
ACC0002126,CUST001431,checking,6600.43
ACC0002127,CUST002306,checking,11525.95
ACC0002128,CUST004843,credit_card,9641.35
ACC0002129,CUST002424,savings,1988.11
ACC0002130,CUST001340,checking,3977.54
ACC0002131,CUST002040,checking,1368.22
ACC0002132,CUST001555,checking,2390.58
ACC0002133,CUST002975,checking,2314.23
ACC0002134,CUST000716,savings,3870.52
ACC0002135,CUST001353,checking,974.28
ACC0002136,CUST000812,checking,19096.46
ACC0002137,CUST001712,checking,1502.19
ACC0002138,CUST000552,savings,1688.62
ACC0002139,CUST003848,savings,21938.29
ACC0002140,CUST004369,savings,2831.47
ACC0002141,CUST001613,checking,2119.63
ACC0002142,CUST003085,savings,3474.61
ACC0002143,CUST000027,checking,1180.25
ACC0002144,CUST004835,checking,2356.86
ACC0002145,CUST000390,checking,2739.37
ACC0002146,CUST001957,credit_card,4276.75
ACC0002147,CUST002560,credit_card,2919.47
ACC0002148,CUST004578,savings,11569.33
ACC0002149,CUST002363,checking,919.73
ACC0002150,CUST002283,credit_card,26520.4
ACC0002151,CUST001290,checking,3009.46
ACC0002152,CUST001130,checking,1643.9
ACC0002153,CUST000383,savings,9096.84
ACC0002154,CUST003817,checking,2188.6
ACC0002155,CUST000109,checking,3453.41
ACC0002156,CUST002741,checking,2348.95
ACC0002157,CUST001201,checking,1855.16
ACC0002158,CUST004782,savings,5485.87
ACC0002159,CUST004877,credit_card,7709.15
ACC0002160,CUST002363,checking,941.19
ACC0002161,CUST000160,savings,2927.81
ACC0002162,CUST000657,savings,4643.7
ACC0002163,CUST003497,checking,12820.71
ACC0002164,CUST000405,credit_card,678.87
ACC0002165,CUST002686,checking,3241.69
ACC0002166,CUST000578,savings,3707.6
ACC0002167,CUST001428,savings,6129.29
ACC0002168,CUST003148,checking,4264.2
ACC0002169,CUST002139,checking,4113.33
ACC0002170,CUST003549,checking,1666.11
ACC0002171,CUST000209,checking,661.29
ACC0002172,CUST004481,checking,19010.52
ACC0002173,CUST001252,savings,2221.71
ACC0002174,CUST003333,checking,2184.91
ACC0002175,CUST003441,checking,1675.72
ACC0002176,CUST002685,savings,4647.47
ACC0002177,CUST004988,checking,1940.78
ACC0002178,CUST004147,checking,468.11
ACC0002179,CUST003445,checking,5877.03
ACC0002180,CUST001467,checking,964.38
ACC0002181,CUST002541,checking,1554.78
ACC0002182,CUST003448,credit_card,3801.67
ACC0002183,CUST001278,savings,2826.78
ACC0002184,CUST000370,checking,828.12
ACC0002185,CUST002641,checking,533.14
ACC0002186,CUST002127,savings,1275.74
ACC0002187,CUST000174,checking,6023.64
ACC0002188,CUST003970,checking,539.45
ACC0002189,CUST003657,savings,3283.74
ACC0002190,CUST000150,savings,2981.2
ACC0002191,CUST004444,savings,2244.41
ACC0002192,CUST003931,checking,153.28
ACC0002193,CUST003463,savings,5308.87
ACC0002194,CUST003735,savings,3914.59
ACC0002195,CUST001445,checking,537.7
ACC0002196,CUST004705,checking,4217.49
ACC0002197,CUST003103,checking,2455.35
ACC0002198,CUST004533,savings,2276.18
ACC0002199,CUST004588,checking,6252.86
ACC0002200,CUST000361,checking,2075.76
ACC0002201,CUST000836,checking,1235.37
ACC0002202,CUST002532,checking,8256.78
ACC0002203,CUST000594,checking,12194.88
ACC0002204,CUST000998,credit_card,2551.17
ACC0002205,CUST002022,checking,13377.31
ACC0002206,CUST004245,checking,3739.8
ACC0002207,CUST001252,savings,1207.73
ACC0002208,CUST004868,checking,21858.18
ACC0002209,CUST000566,savings,8810.56
ACC0002210,CUST001650,checking,1144.87
ACC0002211,CUST001406,checking,1477.07
ACC0002212,CUST001708,checking,2888.45
ACC0002213,CUST001841,checking,1318.29
ACC0002214,CUST003708,checking,1410.48
ACC0002215,CUST002420,checking,1762.13
ACC0002216,CUST001686,credit_card,1486.23
ACC0002217,CUST000135,savings,1551.67
ACC0002218,CUST000212,checking,2815.43
ACC0002219,CUST004994,savings,5286.36
ACC0002220,CUST000636,checking,1640.21
ACC0002221,CUST003843,savings,7850.76
ACC0002222,CUST002777,checking,3019.84
ACC0002223,CUST000787,checking,3787.05
ACC0002224,CUST001719,checking,2941.17
ACC0002225,CUST004344,credit_card,784.09
ACC0002226,CUST002127,credit_card,6563.74
ACC0002227,CUST003158,checking,5003.04
ACC0002228,CUST004431,checking,2664.19
ACC0002229,CUST004341,savings,1225.73
ACC0002230,CUST000292,savings,2664.51
ACC0002231,CUST003019,checking,17999.28
ACC0002232,CUST001013,checking,599.26
ACC0002233,CUST002842,savings,3870.16
ACC0002234,CUST003733,checking,1492.81
ACC0002235,CUST000440,savings,7392.27
ACC0002236,CUST003740,credit_card,7847.3
ACC0002237,CUST001981,credit_card,2398.73
ACC0002238,CUST003297,checking,3233.65
ACC0002239,CUST004817,credit_card,2113.93
ACC0002240,CUST003361,checking,2681.5
ACC0002241,CUST003239,credit_card,7669.65
ACC0002242,CUST000793,checking,11180.31
ACC0002243,CUST000192,checking,4339.99
ACC0002244,CUST004765,checking,1497.7
ACC0002245,CUST000715,credit_card,3311.22
ACC0002246,CUST003563,savings,3417.08
ACC0002247,CUST002379,checking,5395.5
ACC0002248,CUST000218,savings,4237.83
ACC0002249,CUST004680,savings,1911.27
ACC0002250,CUST004913,checking,4530.88
ACC0002251,CUST001110,checking,6556.33
ACC0002252,CUST002237,checking,680.22
ACC0002253,CUST004036,checking,2389.08
ACC0002254,CUST002962,savings,2534.2
ACC0002255,CUST002711,credit_card,18238.06
ACC0002256,CUST001655,savings,6001.25
ACC0002257,CUST002373,savings,1252.94
ACC0002258,CUST000539,checking,6966.23
ACC0002259,CUST003582,savings,1428.35
ACC0002260,CUST000940,checking,124.79
ACC0002261,CUST001154,checking,4750.29
ACC0002262,CUST002808,checking,781.62
ACC0002263,CUST003535,checking,6351.31
ACC0002264,CUST003400,checking,10772.71
ACC0002265,CUST000840,savings,1594.21
ACC0002266,CUST003866,checking,5313.49
ACC0002267,CUST000634,checking,4173.58
ACC0002268,CUST002144,checking,1929.57
ACC0002269,CUST000182,checking,2822.31
ACC0002270,CUST003827,savings,3703.17
ACC0002271,CUST003505,savings,1518.14
ACC0002272,CUST001959,checking,4925.26
ACC0002273,CUST004466,savings,3079.13
ACC0002274,CUST000850,checking,4197.1
ACC0002275,CUST000059,credit_card,5750.23
ACC0002276,CUST002171,credit_card,1073.3
ACC0002277,CUST000939,savings,3732.46
ACC0002278,CUST004206,checking,4521.67
ACC0002279,CUST001389,checking,34048.45
ACC0002280,CUST001370,savings,3399.22
ACC0002281,CUST000101,credit_card,4395.59
ACC0002282,CUST000177,checking,2155.62
ACC0002283,CUST000290,savings,2305.7
ACC0002284,CUST003433,savings,3884.91
ACC0002285,CUST002806,checking,4065.2
ACC0002286,CUST004925,checking,552.97
ACC0002287,CUST004239,checking,1582.29
ACC0002288,CUST004862,checking,3167.69
ACC0002289,CUST002502,credit_card,1034.04
ACC0002290,CUST004618,checking,648.48
ACC0002291,CUST001939,credit_card,2195.92
ACC0002292,CUST000106,credit_card,3077.6
ACC0002293,CUST001902,checking,2061.15
ACC0002294,CUST000600,checking,1010.46
ACC0002295,CUST004186,credit_card,10449.73
ACC0002296,CUST003553,savings,6971.31
ACC0002297,CUST003371,checking,334.3
ACC0002298,CUST004778,checking,489.24
ACC0002299,CUST003535,checking,5341.25
ACC0002300,CUST001589,checking,10482.13
ACC0002301,CUST000244,savings,2473.37
ACC0002302,CUST001142,credit_card,593.38
ACC0002303,CUST003020,checking,2075.69
ACC0002304,CUST002299,checking,14736.32
ACC0002305,CUST000706,savings,692.65
ACC0002306,CUST004606,checking,9503.55
ACC0002307,CUST002959,checking,489.88
ACC0002308,CUST004392,checking,6205.45
ACC0002309,CUST003605,checking,2924.41
ACC0002310,CUST002456,savings,2926.7
ACC0002311,CUST004747,checking,3290.39
ACC0002312,CUST001600,savings,1358.73
ACC0002313,CUST003535,savings,1051.49
ACC0002314,CUST002800,savings,1581.02
ACC0002315,CUST000706,credit_card,4935.15
ACC0002316,CUST002450,checking,2162.46
ACC0002317,CUST000730,checking,874.0
ACC0002318,CUST003662,checking,8660.02
ACC0002319,CUST004642,checking,3208.23
ACC0002320,CUST002085,checking,1220.25
ACC0002321,CUST003976,credit_card,858.18
ACC0002322,CUST003341,checking,5832.31
ACC0002323,CUST003443,savings,2551.33
ACC0002324,CUST000361,checking,12609.34
ACC0002325,CUST003391,savings,1938.55
ACC0002326,CUST000393,checking,7746.26
ACC0002327,CUST002788,checking,962.03
ACC0002328,CUST003353,savings,845.78
ACC0002329,CUST001340,savings,5118.21
ACC0002330,CUST000407,checking,843.53
ACC0002331,CUST004143,savings,3959.6
ACC0002332,CUST001306,checking,3498.55
ACC0002333,CUST004491,savings,13265.88
ACC0002334,CUST004578,checking,2917.38
ACC0002335,CUST003212,credit_card,4296.31
ACC0002336,CUST003728,checking,5878.45
ACC0002337,CUST003412,checking,3460.76
ACC0002338,CUST003787,checking,1817.89
ACC0002339,CUST004680,savings,17495.24
ACC0002340,CUST000717,checking,1344.21
ACC0002341,CUST001201,savings,7682.15
ACC0002342,CUST003215,savings,1623.45
ACC0002343,CUST003940,checking,10781.98
ACC0002344,CUST002685,checking,14193.13
ACC0002345,CUST000188,checking,1162.02
ACC0002346,CUST000499,savings,866.18
ACC0002347,CUST003390,checking,7193.52
ACC0002348,CUST003595,savings,9500.2
ACC0002349,CUST001719,checking,11974.56
